algorytm;quicksort;ilosc instancji;700000;czas wykonania;13313,78579;26612,9934
algorytm;quicksort;ilosc instancji;800000;czas wykonania;19710,89244;30116,05416
algorytm;quicksort;ilosc instancji;900000;czas wykonania;25240,43012;33589,49517
algorytm;quicksort;ilosc instancji;1000000;czas wykonania;35551,46146;37037,03704
algorytm;quicksort;ilosc instancji;1000;czas wykonania;1,962423325;
algorytm;quicksort;ilosc instancji;2000;czas wykonania;2,943992615;
algorytm;quicksort;ilosc instancji;3000;czas wykonania;3,958940506;
algorytm;quicksort;ilosc instancji;4000;czas wykonania;6,869077682;
algorytm;quicksort;ilosc instancji;5000;czas wykonania;7,850646973;
algorytm;quicksort;ilosc instancji;6000;czas wykonania;9,814023972;
algorytm;quicksort;ilosc instancji;7000;czas wykonania;12,78281212;
algorytm;quicksort;ilosc instancji;8000;czas wykonania;17,66467094;
algorytm;quicksort;ilosc instancji;9000;czas wykonania;16,68262482;
algorytm;quicksort;ilosc instancji;10000;czas wykonania;18,62072945;
algorytm;quicksort;ilosc instancji;10000;czas wykonania;16,68214798;
algorytm;quicksort;ilosc instancji;20000;czas wykonania;79,48803902;
algorytm;quicksort;ilosc instancji;30000;czas wykonania;68,18342209;
algorytm;quicksort;ilosc instancji;40000;czas wykonania;97,15294838;
algorytm;quicksort;ilosc instancji;50000;czas wykonania;148,1490135;
algorytm;quicksort;ilosc instancji;60000;czas wykonania;172,7454662;
algorytm;quicksort;ilosc instancji;70000;czas wykonania;424,4458675;
algorytm;quicksort;ilosc instancji;80000;czas wykonania;290,4434204;
algorytm;quicksort;ilosc instancji;90000;czas wykonania;345,6075191;
algorytm;quicksort;ilosc instancji;100000;czas wykonania;424,5052338;
